==22360== NVPROF is profiling process 22360, command: /home/beatbat/.conda/envs/py37/bin/python -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=35, pipe_handle=98) --multiprocessing-fork
==22360== Profiling application: /home/beatbat/.conda/envs/py37/bin/python -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=35, pipe_handle=98) --multiprocessing-fork
==22360== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
66.9733s  1.7280us                    -               -         -         -         -      256B  141.29MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9733s     736ns                    -               -         -         -         -  144.00KB  186.59GB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9733s  1.7280us                    -               -         -         -         -      256B  141.29MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9733s  1.7280us                    -               -         -         -         -      256B  141.29MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9733s  1.7280us                    -               -         -         -         -      256B  141.29MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9733s     736ns                    -               -         -         -         -  288.00KB  373.18GB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9733s  1.7600us                    -               -         -         -         -      512B  277.43MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9733s  1.7600us                    -               -         -         -         -      512B  277.43MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9733s  1.7600us                    -               -         -         -         -      512B  277.43MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s     736ns                    -               -         -         -         -  576.00KB  746.35GB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s  1.7280us                    -               -         -         -         -      512B  282.57MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s  1.7600us                    -               -         -         -         -      512B  277.43MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s  1.7600us                    -               -         -         -         -      512B  277.43MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s     736ns                    -               -         -         -         -  1.1250MB  1492.7GB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s  1.8240us                    -               -         -         -         -  1.0000KB  535.40MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s  1.8240us                    -               -         -         -         -  1.0000KB  535.40MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s  1.7920us                    -               -         -         -         -  1.0000KB  544.96MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s     704ns                    -               -         -         -         -  2.2500MB  3121.1GB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s  1.8240us                    -               -         -         -         -  1.0000KB  535.40MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9734s  1.7920us                    -               -         -         -         -  1.0000KB  544.96MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9735s  1.7920us                    -               -         -         -         -  1.0000KB  544.96MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9735s     736ns                    -               -         -         -         -  2.2500MB  2985.4GB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9735s  1.7920us                    -               -         -         -         -  1.0000KB  544.96MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9735s  1.8240us                    -               -         -         -         -  1.0000KB  535.40MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9735s  1.8240us                    -               -         -         -         -  1.0000KB  535.40MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9735s     736ns                    -               -         -         -         -  2.2500MB  2985.4GB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9735s  1.7930us                    -               -         -         -         -  1.0000KB  544.65MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9735s  1.8240us                    -               -         -         -         -  1.0000KB  535.40MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9735s  1.7920us                    -               -         -         -         -  1.0000KB  544.96MB/s      Device           -   Tesla K40c (0)         1         7  [CUDA memset]
66.9735s  119.62us                    -               -         -         -         -  1.1484MB  9.3759GB/s    Pageable      Device   Tesla K40c (0)         1         7  [CUDA memcpy HtoD]
66.9742s  496.36us           (3136 2 1)         (8 8 1)        64  2.2500KB        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>*, kernel_conv_params, int, float, float, int, float, float, int, int) [113392]
66.9747s  277.41us            (256 1 1)       (128 1 1)        22        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  void add_tensor_kernel_v3<int=2, float, float, int=128, int=1, int=1, int=4, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, float, float, int, int, int) [113406]
66.9750s  3.7120us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIlEEvRNS_14TensorIteratorEN3c106ScalarEEUlllE_EEvS6_RKT_EUllE0_EEvS6_SC_EUliE0_EEviT1_ [113417]
66.9750s  1.7021ms             (64 1 1)       (512 1 1)        32      144B        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>(cudnnTensorStruct, float const *, cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>, cudnnTensorStruct*, float const *, float const , cudnnTensorStruct*, cudnnTensorStruct*, cudnnTensorStruct**, float const *, float const *, float const *, cudnnTensorStruct*, cudnnTensorStruct*) [113464]
66.9767s  341.45us          (12544 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_EEvS5_RKS6_EUliE_EEviT1_ [113475]
66.9770s  5.7857ms           (3136 2 1)         (8 8 1)        64  2.2500KB        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=1024, int=5, int=5, int=3, int=3, int=3, int=1, bool=1, bool=0, bool=1>*, kernel_conv_params, int, float, float, int, float, float, int, int) [113515]
66.9828s  277.16us            (256 1 1)       (128 1 1)        22        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  void add_tensor_kernel_v3<int=2, float, float, int=128, int=1, int=1, int=4, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, float, float, int, int, int) [113529]
66.9831s  3.2320us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIlEEvRNS_14TensorIteratorEN3c106ScalarEEUlllE_EEvS6_RKT_EUllE0_EEvS6_SC_EUliE0_EEviT1_ [113540]
66.9831s  1.7096ms             (64 1 1)       (512 1 1)        32      144B        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>(cudnnTensorStruct, float const *, cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>, cudnnTensorStruct*, float const *, float const , cudnnTensorStruct*, cudnnTensorStruct*, cudnnTensorStruct**, float const *, float const *, float const *, cudnnTensorStruct*, cudnnTensorStruct*) [113587]
66.9848s  342.63us          (12544 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_EEvS5_RKS6_EUliE_EEviT1_ [113598]
66.9852s  343.01us           (1568 1 1)      (1024 1 1)        22        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  void MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, float*, long*) [113634]
66.9855s  2.1731ms            (392 1 1)        (8 32 1)        78  6.2500KB        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::implicit_convolve_sgemm<float, float, int=128, int=6, int=7, int=3, int=3, int=5, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=128, int=6, int=7, int=3, int=3, int=5, int=1, bool=1, bool=0, bool=1>*, kernel_conv_params, int, float, float, int, float, float, int, int) [113676]
66.9877s  135.33us            (256 1 1)       (128 1 1)        22        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  void add_tensor_kernel_v3<int=2, float, float, int=128, int=1, int=1, int=4, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, float, float, int, int, int) [113690]
66.9878s  3.2320us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIlEEvRNS_14TensorIteratorEN3c106ScalarEEUlllE_EEvS6_RKT_EUllE0_EEvS6_SC_EUliE0_EEviT1_ [113701]
66.9878s  631.08us            (128 1 1)       (512 1 1)        32      144B        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>(cudnnTensorStruct, float const *, cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>, cudnnTensorStruct*, float const *, float const , cudnnTensorStruct*, cudnnTensorStruct*, cudnnTensorStruct**, float const *, float const *, float const *, cudnnTensorStruct*, cudnnTensorStruct*) [113748]
66.9885s  173.25us           (6272 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_EEvS5_RKS6_EUliE_EEviT1_ [113759]
66.9887s  4.2399ms            (392 1 1)        (8 32 1)        78  6.2500KB        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::implicit_convolve_sgemm<float, float, int=128, int=6, int=7, int=3, int=3, int=5, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=128, int=6, int=7, int=3, int=3, int=5, int=1, bool=1, bool=0, bool=1>*, kernel_conv_params, int, float, float, int, float, float, int, int) [113800]
66.9929s  136.00us            (256 1 1)       (128 1 1)        22        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  void add_tensor_kernel_v3<int=2, float, float, int=128, int=1, int=1, int=4, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, float, float, int, int, int) [113814]
66.9930s  3.1360us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIlEEvRNS_14TensorIteratorEN3c106ScalarEEUlllE_EEvS6_RKT_EUllE0_EEvS6_SC_EUliE0_EEviT1_ [113825]
66.9930s  625.67us            (128 1 1)       (512 1 1)        32      144B        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>(cudnnTensorStruct, float const *, cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>, cudnnTensorStruct*, float const *, float const , cudnnTensorStruct*, cudnnTensorStruct*, cudnnTensorStruct**, float const *, float const *, float const *, cudnnTensorStruct*, cudnnTensorStruct*) [113872]
66.9937s  171.75us           (6272 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_EEvS5_RKS6_EUliE_EEviT1_ [113883]
66.9938s  176.64us            (784 1 1)      (1024 1 1)        22        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  void MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, float*, long*) [113919]
66.9940s  2.2376ms             (98 2 1)        (8 32 1)        78  6.2500KB        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::implicit_convolve_sgemm<float, float, int=128, int=6, int=7, int=3, int=3, int=5, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=128, int=6, int=7, int=3, int=3, int=5, int=1, bool=1, bool=0, bool=1>*, kernel_conv_params, int, float, float, int, float, float, int, int) [113961]
66.9963s  66.881us            (512 1 1)       (128 1 1)        22        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  void add_tensor_kernel_v3<int=2, float, float, int=128, int=1, int=1, int=4, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, float, float, int, int, int) [113975]
66.9963s  3.5200us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIlEEvRNS_14TensorIteratorEN3c106ScalarEEUlllE_EEvS6_RKT_EUllE0_EEvS6_SC_EUliE0_EEviT1_ [113986]
66.9963s  137.73us            (256 1 1)       (512 1 1)        64      144B  6.0000KB         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=10>(cudnnTensorStruct, float const *, cudnn::detail::bn_fw_tr_1C11_singleread<float, int=512, bool=1, int=1, int=2, int=10>, cudnnTensorStruct*, float const *, float const , float, float, float*, float const *, float const *, float const *, float, float, cudnn::reduced_divisor, int, float*, cudnn::detail::bnFwPersistentState*, int, float, float, float, int, float, float, cudnnStatus_t*, bool) [114046]
66.9965s  88.386us           (3136 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_EEvS5_RKS6_EUliE_EEviT1_ [114057]
66.9966s  4.6239ms             (98 2 1)        (8 32 1)        78  6.2500KB        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::implicit_convolve_sgemm<float, float, int=128, int=6, int=7, int=3, int=3, int=5, int=1, bool=1, bool=0, bool=1>(int, int, int, float const *, int, float*, cudnn::detail::implicit_convolve_sgemm<float, float, int=128, int=6, int=7, int=3, int=3, int=5, int=1, bool=1, bool=0, bool=1>*, kernel_conv_params, int, float, float, int, float, float, int, int) [114098]
67.0012s  66.881us            (512 1 1)       (128 1 1)        22        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  void add_tensor_kernel_v3<int=2, float, float, int=128, int=1, int=1, int=4, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, float, float, int, int, int) [114112]
67.0013s  3.4880us              (1 1 1)       (128 1 1)        10        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIlEEvRNS_14TensorIteratorEN3c106ScalarEEUlllE_EEvS6_RKT_EUllE0_EEvS6_SC_EUliE0_EEviT1_ [114123]
